71.93		70	70.93
72.93		71	71.93
73.93		72	72.93
74.93		73	73.93
75.93		74	74.93
76.93		75	75.93
77.93		76	76.92
78.93		77	77.92
79.93		78	78.92
80.93		79	79.92
81.93		80	80.92
82.93		81	81.92
83.93		82	82.92
84.93		83	83.92
85.93		84	84.92
86.93		85	85.92
87.93		86	86.92
88.93		87	87.92
89.93		88	88.92
90.93		89	89.92
91.93		90	90.92
